count,hate_speech_count,offensive_language_count,neither_count,class,tweet,cleaned_tweet
3,1,2,0,1,@ImSoLK 1v1 gun game pussy,imsolk 1v1 gun game pussy
3,1,2,0,1,@ImSoLK @OgHasnt fag,imsolk oghasnt fag
3,0,0,3,2,@ImSooooMad guess who's eating cracker b without you,imsoooomad guess who's eating cracker b without
3,0,3,0,1,"@ImToBlame Apple TV got the NFL channel on that bitch, I'm pretty sure they're all on there. I've watched a couple. @DukeOfZamunda",imtoblame apple tv got nfl channel bitch i'm pretty sure they're i've watched couple dukeofzamunda
3,1,2,0,1,"@ImToBlame although I will concede that bitch bought into the ""funnel bitches to Dwight #NoPedo"" tho.",imtoblame although concede bitch bought funnel bitches dwight nopedo tho
3,0,3,0,1,@ImToBlame bitch I got a ring now ho I ain't fatherless no more ill fight you.,imtoblame bitch got ring ho ain't fatherless ill fight
3,0,3,0,1,@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.,imtoblame bitch opulent fuck refrain conversing upon matters middle class
3,1,2,0,1,"@ImToBlame listen cuntrag whore bitch, shit be expensive as fuck, man. We had to do PR first that one year, this year was the wedding so.",imtoblame listen cuntrag whore bitch shit expensive fuck man pr first one year year wedding
3,1,2,0,1,@ImToBlame lyin ass bitch @GhostwritaMusic @ILL_Wil_ @brunzilla,imtoblame lyin ass bitch ghostwritamusic ill_wil brunzilla
3,3,0,0,0,@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,imtoblame fatherless wallet carrying ass video game playing ass negro breh filth way afford date twitterhoney
3,0,1,2,2,@ImTooMuch bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,imtoomuch bread general aint good ya...but honky bread worst...&#128514;&#128514
3,1,2,0,1,@Im_Thirst I love Louis CK! Quit bein a faggot and suck that dick,im_thirst love louis ck quit bein faggot suck dick
3,0,3,0,1,@Im_Thirst I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.,im_thirst gonna hold tongue could get another team couldn't anymore they're fuckin retarded
3,1,2,0,1,@Im_Thirst Shin's a faggot. I'm glad your chipped him.,im_thirst shin's faggot i'm glad chipped
3,2,1,0,0,@Im_Thirst randies are fags,im_thirst randies fags
3,0,3,0,1,@Im_a_Asshole_ @ImTooMuch @MyAssHoleSoWet So you gon call me a nigger because of that? Fuck wrong with you?,im_a_asshole imtoomuch myassholesowet gon call nigger fuck wrong
3,2,1,0,0,@ImpactParasite just fuckin roasted this faggot,impactparasite fuckin roasted faggot
3,0,3,0,1,@InEyeAleE Son. We the sammich family out this bitch. She KNOW Joey love sammiches.,ineyealee son sammich family bitch know joey love sammiches
3,0,3,0,1,"@InEyeAleE shit ain't gon be funny when you need me to get you outta a horrific car crash, bitch.",ineyealee shit ain't gon funny need get outta horrific car crash bitch
3,0,3,0,1,@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas,ineyealee you're filled pimps hoes we'll talk knows josephbananas
3,0,3,0,1,"@InFaMouS_StAcKz hell no cause Brad still walked away like "" yeah i fucked that niggas bitch "" &#128514;",infamous_stackz hell cause brad still walked away like yeah fucked niggas bitch 128514
3,2,1,0,0,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,intheovenjews slavecatcher88 marylene58 hang ovenjew lot common people waste time nigs jews r r problem
3,0,2,1,1,@IndicaMangoes they still fucking trash. I cant eat those to save my life.,indicamangoes still fucking trash cant eat save life
3,0,0,3,2,@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,inediblefood quickscoping trash take tony hawk setup play normally that's snipers
3,2,1,0,0,@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,infidelalie read suck bacon encrusted middle finger muslim twats
3,0,3,0,1,"@InfidelAlie touch&#233; muzzie fuckers, hope it was set to go full of bacon and pork rinds",infidelalie touch&#233 muzzie fuckers hope set go full bacon pork rinds
3,0,3,0,1,@Inkedup_Tiny ^___^ still should've walked over and said something pussy,inkedup_tiny still should've walked said something pussy
3,0,3,0,1,@InnerSlutty I got u bitch,innerslutty got u bitch
3,0,3,0,1,"@Insanity_Lady I argue that Cersei is neither evil nor a bitch. She's greedy, desperate to protect her children and to be valued in a world",insanity_lady argue cersei neither evil bitch she's greedy desperate protect children valued world
3,0,0,3,2,"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",intentionaltalk half jar marmalade shaved monkey saran wrap mini horse give best scene askkevin
3,0,3,0,1,@IsaidNick @aknadnrye give me credit lil bitch,isaidnick aknadnrye give credit lil bitch
3,0,0,3,2,@Ish_MallyMal @JayJuice22 all trash to me,ish_mallymal jayjuice22 trash
3,0,0,3,2,@Ish_MallyMal August is trash,ish_mallymal august trash
3,0,3,0,1,@Issa_GOLD my fuckin back still hurts but it was worth it. And I'm still mad about the hoe incident. Haha. http://t.co/eAnDLKSbpM,issa_gold fuckin back still hurts worth i'm still mad hoe incident haha http://t.co/eandlksbpm
3,0,3,0,1,@Issa_GOLD u think that dream has anything to do with those two dumb bitches in San Diego lol,issa_gold u think dream anything two dumb bitches san diego lol
3,0,3,0,1,"@Italian_Montana @CarterBoy_leake ant is a pussy man, don't make me pull up the pic!!!!",italian_montana carterboy_leake ant pussy man don't make pull pic
3,0,3,0,1,@Italian_Montana im a boss ass bitch,italian_montana im boss ass bitch
3,0,3,0,1,"@ItsJusMeJoJo lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?",itsjusmejojo lol you've tweeted bitch excessive amount today ok
3,2,1,0,0,@ItsKeeshKapeesh *yourself *faggot buy a dictionary,itskeeshkapeesh faggot buy dictionary
3,0,0,3,2,@ItsKiaraaaa looks like you took a red marker and colored on your leg,itskiaraaaa looks like took red marker colored leg
3,1,2,0,1,@ItsLenDaddy thanks bruh dont ever forget we still on the look out for these faggots ................................. @JustCurrieOn,itslendaddy thanks bruh dont ever forget still look faggots justcurrieon
3,0,3,0,1,@ItsLexisHope Sounds like there are some major bitches in your area.,itslexishope sounds like major bitches area
3,1,2,0,1,"@ItsMander
Is you sure you ain't colored?",itsmander sure ain't colored
3,0,3,0,1,"@ItsMander 
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow",itsmander aids ain't dat bad become da hoe da crack ain't gonna make difference anyhow
3,0,1,2,2,"@ItsMander 
You tryin to say ofay?",itsmander tryin say ofay
3,2,1,0,0,"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC",itsmander kfc always gets da colored folk back da cage wit da kfc
3,0,1,2,2,@ItsMeGrizz dink now uknow thats not true,itsmegrizz dink uknow thats true
3,0,3,0,1,@ItsMeKevin10 @josie618 @ThatSlutAdrian @ZaidSaracini @papigabs lmao this nigguh,itsmekevin10 josie618 thatslutadrian zaidsaracini papigabs lmao nigguh
3,0,2,1,1,"@ItsNotHarold I'll try tomorrow RT @Harold: Gonna try and eliminate the word ""bitch"" out of my vocabulary. I need to start bettering myself",itsnotharold i'll try tomorrow rt harold gonna try eliminate word bitch vocabulary need start bettering
6,0,5,1,1,"@ItsOnlyJess @LukeFriendyy @J_CATS_RULE she's a right twat, I'd tell you, honestly Sky! Honestly &#128520;&#127829;",itsonlyjess lukefriendyy j_cats_rule she's right twat i'd tell honestly sky honestly 128520;&#127829
3,0,3,0,1,@ItsYOUR_man make me white trash cousin fucker,itsyour_man make white trash cousin fucker
3,2,1,0,0,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,itsyour_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
3,1,2,0,1,@ItsYOUR_man you a fucking wigger so stfu,itsyour_man fucking wigger stfu
3,0,3,0,1,@ItsmeKyleWayne Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy,itsmekylewayne yeaa black bitches actin like good average nigga like got a1 credit pussy
3,0,3,0,1,"@IvanJ_Reyes, um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that",ivanj_reyes um fuck bitch done xavier hopefully respect girls bc alone don't want
3,0,3,0,1,@IvetteBrianna_ I never said you was a hoe guilty consents ass girl,ivettebrianna never said hoe guilty consents ass girl
3,1,2,0,1,@IvetteBrianna_ fag,ivettebrianna fag
3,0,3,0,1,@IvetteBrianna_ you better feel the love... I don't even show these hoes love lol,ivettebrianna better feel love don't even show hoes love lol
6,0,6,0,1,@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her,izthat_xp xdsmooth lmao denote got bitch right love
3,0,3,0,1,@JAYREIDOFFICIAL I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here,jayreidofficial want somewhat collage money jewels cartiers etc jus little shit let niccas know still
3,1,2,0,1,@JAYREIDOFFICIAL a nicca anxious to hear that shit my g,jayreidofficial nicca anxious hear shit g
3,0,2,1,1,@JAYREIDOFFICIAL my nicca!,jayreidofficial nicca
3,0,3,0,1,@JBilinovich @JZolly23 @cmnw86 You guys wanna skull Fuck some clay birds this weeknd???,jbilinovich jzolly23 cmnw86 guys wanna skull fuck clay birds weeknd
3,2,0,1,0,@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,jgardenofeden kysportsradio ryanlemond but...country music listeners really hicks alcoholics 128514;&#128514
3,0,3,0,1,@JHafe big booty hoes!,jhafe big booty hoes
3,0,3,0,1,"@JHannahhh oh you mean Noah zimmerman's cute ass &#128525;. I mean he should, he talks to his hoes all day everyday . &amp; his girl Courtney &#128514;&#128564; sooo",jhannahhh oh mean noah zimmerman's cute ass 128525 mean talks hoes day everyday amp girl courtney 128514;&#128564 sooo
6,0,0,6,2,@JLlVE looks prime for some trash pick up,jllve looks prime trash pick
3,2,1,0,0,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,jmc2488 jetsgreen tb12fan fuck ya little bitch look like mexican sucking cock ur profile
3,0,3,0,1,@JMuggaaa &#128527;&#128553;leezy got all the bitches,jmuggaaa 128527;&#128553;leezy got bitches
3,1,2,0,1,@JNunchuckfuck u can just ask him to suck his dick not that hard white trash,jnunchuckfuck u ask suck dick hard white trash
3,2,0,1,0,@JOLTNG niger,joltng niger
3,1,2,0,1,@JPERZELL shit pic master hoe protecting ass bow tie nigga,jperzell shit pic master hoe protecting ass bow tie nigga
3,3,0,0,0,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",jpantsdotcom todd__kincannon the__realtony i'm partial faggot..homo...both fairly describes sick twisted assholes
6,2,3,1,1,"@JPantsdotcom @Todd__Kincannon @the__realtony naaaaa, just popped across my TL, so I commented. But nice try faggot!",jpantsdotcom todd__kincannon the__realtony naaaaa popped across tl commented nice try faggot
3,0,2,1,1,@JPerez003 teabaggers are anti American. Hows it feel to hate your country?,jperez003 teabaggers anti american hows feel hate country
3,0,1,2,2,@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...,jrealmo don't think believe communities ability function w/out whitey choose hustled big gov't
3,2,1,0,0,@JRise88 @G_Anderson4 what do you want fag,jrise88 g_anderson4 want fag
3,2,1,0,0,@JRise88 @LongLiveTylerD your a fag,jrise88 longlivetylerd fag
3,0,3,0,1,@JRise88 do it then pussy,jrise88 pussy
3,0,3,0,1,@JRise88 ill fuck you til you love me faggot,jrise88 ill fuck til love faggot
3,2,1,0,0,@JRise88 shut up you stupid bitch,jrise88 shut stupid bitch
3,0,3,0,1,@JStac825 @ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.,jstac825 thatangrynigga least nearly two decades complete trash put atysyc redeem
3,0,3,0,1,@JStac825 @ThatAngryNigga these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!,jstac825 thatangrynigga niggas must deaf when's last time heard roots song radio quest don't get bitches
3,0,1,2,2,@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,jstarrtweets took harder rivera retired i'm yankee fan lot love respect em especially core 4
3,0,0,3,2,@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,jstarrtweets pops new york family yankee obsessed sister literally cried heard gonna
3,0,3,0,1,@JStarrTweets yeah wizards! Agent zero bitches,jstarrtweets yeah wizards agent zero bitches
3,0,0,3,2,@JT_Cameron92 or your in the ghetto,jt_cameron92 ghetto
3,0,2,1,1,@JTrevorHowerton @HollyRFisher because it's hilarious how it makes teabaggers freak out. I'll do it again too.,jtrevorhowerton hollyrfisher it's hilarious makes teabaggers freak i'll
6,0,5,1,1,@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......,justlove_nohate me_noindirect whole hoe outchea
6,1,5,0,1,"@JUSxDOiT I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?",jusxdoit hangin corners late pockets wasn't straight bitch ain't gon make rate dawg know i'm sayin
3,0,3,0,1,@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that,jvp731 keselowski mattkenseth would loved watch newman bitch slap johnson i'd pay see
3,0,3,0,1,@JZolly23 @HannahKubiak Everybody knows that bitches love mullets #Pantiedropin,jzolly23 hannahkubiak everybody knows bitches love mullets pantiedropin
3,0,3,0,1,@JZolly23 @JBilinovich we need to grow mullets together so we can get all the bitches and @HannahKubiak can hate on us,jzolly23 jbilinovich need grow mullets together get bitches hannahkubiak hate us
3,1,2,0,1,@JZolly23 also is search of dirty white trash hookers for the weekends,jzolly23 also search dirty white trash hookers weekends
3,0,3,0,1,@J_Dun54 awww shit lol I want my money too bitch. Who else I give one tO?,j_dun54 awww shit lol want money bitch else give one
3,0,3,0,1,@J_Dun54 oh you little bitch you. You tryna hit the fair tho today or sometime this week? Shit might be fun drunk,j_dun54 oh little bitch tryna hit fair tho today sometime week shit might fun drunk
3,0,2,1,1,"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up, Katy's mine",j_fritzy vivaalakatyy lompartayy brotherbill7 jhuff_5 bitch better back katy's mine
3,0,3,0,1,"@J_Kwest No, Cpt Commando is a hoe and a cocksucker",j_kwest cpt commando hoe cocksucker
3,0,3,0,1,@J_Kwest when a bitch look his way http://t.co/VkdkoEKLxZ,j_kwest bitch look way http://t.co/vkdkoeklxz
3,0,0,3,2,@J_Logan And you know best about the bird moves...!!!,j_logan know best bird moves
3,1,2,0,1,@J_Nastyy_ @Bum_Farto why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!,j_nastyy bum_farto would white man even go nigger hell hole detroit i've worked town y'all good niggers
3,0,3,0,1,"@J__F__H Happy Another Group of 365 Days, you weird ass son of a bitch. That's why we all love you, though. Hoping there are riots in H-town",j__f__h happy another group 365 days weird ass son bitch that's love though hoping riots h-town
3,0,3,0,1,"@JacobRyanBruhn Kiss these nuts, bitch!",jacobryanbruhn kiss nuts bitch
3,1,2,0,1,@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music,jacobbbacker fucktyler tyler isn't shit faggot go listen real music
3,2,1,0,0,@JacobbBacker fag,jacobbbacker fag
3,0,3,0,1,@JacobbBacker faggot,jacobbbacker faggot
3,3,0,0,0,@JacobbBacker you don't know shit about me faggot bitch,jacobbbacker don't know shit faggot bitch
3,0,3,0,1,@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf,jacsonbevens markkiszla absolutely retarded article http://t.co/3hsvtyoxff
3,0,3,0,1,@JadeGreenleaf @DailySexSupply am i really a fag if I'm liking that video,jadegreenleaf dailysexsupply really fag i'm liking video
3,3,0,0,0,@JadeGreenleaf fag,jadegreenleaf fag
3,2,1,0,0,@JaiBrooks1 faggot,jaibrooks1 faggot
3,2,1,0,0,@JaiBrooks1 not funny u faggot,jaibrooks1 funny u faggot
3,0,3,0,1,@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot,jaibrooks1 ugly goldigging cunt u probably uncircumcised penis faggot
3,2,1,0,0,@JaiBrooks1 ur brother looks so queer and ugly,jaibrooks1 ur brother looks queer ugly
6,0,6,0,1,@JalenDGAF @CourtniClark &#128308;&#9899;&#65039;&#128308;&#9899;&#65039;&#128308;&#9899;&#65039; no pressure hoe,jalendgaf courtniclark 128308;&#9899;&#65039;&#128308;&#9899;&#65039;&#128308;&#9899;&#65039 pressure hoe
3,0,3,0,1,"@Jalenhendricks4 hoes saying ""eyebrows on fleek"" .. Search it on twitter",jalenhendricks4 hoes saying eyebrows fleek search twitter
3,0,3,0,1,"@JamesOKeefeIII @jdhayworth James, nobody (save a couple illiterate, inbred teabagger morons) gives a flying fuck about your ""revelations.""",jamesokeefeiii jdhayworth james nobody save couple illiterate inbred teabagger morons gives flying fuck revelations
3,1,0,2,2,@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,jamesdajewison lt;&lt;best name twitter ever aka jewbacca&lt;&lt;second best name twitter
3,0,3,0,1,@JamesyNBA damn your bitch really hoe'n for the F!!,jamesynba damn bitch really hoe'n f
6,0,0,6,2,"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying""",jamiewinn4 that's energy city electric gotta go yankees stadium winning truly electrifying
3,1,2,0,1,@JaneyPew nigger you are bigger than I am. Do you even #R4aperSec ?,janeypew nigger bigger even r4apersec
3,0,2,1,1,"@JarJar_Banks momma didn't raise no sukka, bitch!",jarjar_banks momma didn't raise sukka bitch
3,0,2,1,1,@JaredReve use monkey maker you prick!,jaredreve use monkey maker prick
3,0,3,0,1,@JasonAstley I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.,jasonastley hate shit like bitch don't ask shit makin waste time dumb ass ain't even using
3,2,0,1,0,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",jasonmoriarty13 remember nephew lucas crying dan saying quit pussy grow pair something 128514;&#128557 dans funny
3,0,3,0,1,@JavelinaBlue @mdjacksondallas @KennettDems yep. Texas is redneck heaven.,javelinablue mdjacksondallas kennettdems yep texas redneck heaven
3,0,3,0,1,@JavieTheCreator @its_selenaaaa haha yuhh that hoe was funny,javiethecreator its_selenaaaa haha yuhh hoe funny
3,0,3,0,1,@JavieTheCreator stank ass hoes haha,javiethecreator stank ass hoes haha
3,0,3,0,1,@JawShoeeAhhh *bitch,jawshoeeahhh bitch
3,0,3,0,1,@JawShoeeAhhh @FabianMleal fuck you bitch lol,jawshoeeahhh fabianmleal fuck bitch lol
3,0,3,0,1,@JawShoeeAhhh @FabianMleal shut up bitch,jawshoeeahhh fabianmleal shut bitch
3,0,3,0,1,@JawShoeeAhhh @FabianMleal suck a dick hoe,jawshoeeahhh fabianmleal suck dick hoe
3,1,2,0,1,@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch,jawshoeeahhh greyyygoose jehnayy you're gay bitch
3,0,3,0,1,@JawShoeeAhhh @jehnayy no bitch lol,jawshoeeahhh jehnayy bitch lol
3,0,3,0,1,@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol,jawshoeeahhh josecarcamo03 lmao you're timeline ain't spying hoe lol
3,0,3,0,1,"@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11, you just a hater",jawshoeeahhh keepitplur bitch beat losing twice lol won 11 hater
3,1,2,0,1,@JawShoeeAhhh bitch answer me lol,jawshoeeahhh bitch answer lol
3,0,3,0,1,@JawShoeeAhhh bitch you can't even say no lol,jawshoeeahhh bitch can't even say lol
3,0,3,0,1,@JawShoeeAhhh lmao you're a bitch boy,jawshoeeahhh lmao you're bitch boy
3,0,3,0,1,@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol,jawshoeeahhh lol thanks bitch hahah vegas ain't ready us lol
3,0,3,0,1,@JawShoeeAhhh shut up bitch,jawshoeeahhh shut bitch
3,0,3,0,1,@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol,jawshoeeahhh don't mean you're balling lol shut hoe lol
3,1,2,0,1,@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol,jawshoeeahhh means you're balling you're jewish lol don't love hoes lol
3,0,3,0,1,@JawShoeeAhhh you're a bitch lol,jawshoeeahhh you're bitch lol
3,0,0,3,2,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,jayjuice22 ish_mallymal song i've heard good mean he's trash
3,1,2,0,1,"@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.",jaykollskstp please tell fuming cops bunch coward little bitches allowed near weapons thanks
3,0,3,0,1,@Jaydillz they're both big bitches tho lol,jaydillz they're big bitches tho lol
3,2,1,0,0,@Jaytwofly @G_MUCKA good leave you stupid faggot,jaytwofly g_mucka good leave stupid faggot
3,2,1,0,0,"@Jaytwofly huh, lol mad nigger is mad",jaytwofly huh lol mad nigger mad
3,0,3,0,1,@JayyRosayy you ain't got no hoes lil jess you're a lil guy,jayyrosayy ain't got hoes lil jess you're lil guy
3,0,2,1,1,"@Jazwau &#128528; who did you rob, them hoes like 4 online",jazwau 128528 rob hoes like 4 online
3,0,3,0,1,@Jbrendaro30 @ZGabrail @ramsin1995 @GabeEli8 @Jacob2times bitch ass nigggaaa,jbrendaro30 zgabrail ramsin1995 gabeeli8 jacob2times bitch ass nigggaaa
3,0,3,0,1,"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended",jedziggler say time fag queer it's context suppose people looking get offended
3,0,3,0,1,@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh,jefdabest fact bird ass nigga took phone light skin pose school mrste617 smh lol http://t.co/zd3vctxgxh
3,0,3,0,1,@JeffBlogwell time to call hoes,jeffblogwell time call hoes
3,1,2,0,1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol,jennahord12 feels like it's year since seen ya queer lolol
3,0,3,0,1,@JennaHord12 Nooo Amber's supposed to kill me fag,jennahord12 nooo amber's supposed kill fag
3,0,0,3,2,@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**,jennyjohnsonhi5 say spray tan charlie crist switches back republican
3,1,2,0,1,@JennyMcCarthy don't let idiots that can't even spell retarded get you down.,jennymccarthy don't let idiots can't even spell retarded get
3,0,3,0,1,@JennyReyes42 @iamadamg_ awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!,jennyreyes42 iamadamg awwe love jenny damn perf amp ugly seriously dis bitch must blind
3,0,0,3,2,"@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!",jennytripletit it's also bird city math theorem make assumptions
3,0,3,0,1,@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,jergucci trap anywhere wanna ain't bitch n rarely solo
6,0,6,0,1,@JerGucci go on Craigslist bitches be on there &#128514;&#128514;,jergucci go craigslist bitches 128514;&#128514
6,0,6,0,1,@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao,jergucci luck bitch gonna drug won't even kno happened lmao
3,0,3,0,1,@JerGucci she can suck dick tho that's better than brownies,jergucci suck dick tho that's better brownies
3,0,3,0,1,@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,jergucci ur avi prolly shoot dust phone cuz shit old u cat fishing bitches lmao
3,1,2,0,1,@JeremyAdams_ you're a bitch,jeremyadams you're bitch
3,0,3,0,1,@JermsAllOver I can't be homeless in 2014.... but them bitches better not slip in 2015,jermsallover can't homeless 2014 bitches better slip 2015
3,0,3,0,1,@JesseAbrego bitch I might be,jesseabrego bitch might
3,0,3,0,1,@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;,jessycaa_rubi o_shititslaura bitch inch taller 128079;&#128079 amp normal height jessyca daysi short bitches 128514
3,2,1,0,0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,jewelsanddrugs9 ladygaga madonna lmao madonnas music sucks yeah you're fucking stupid think gaga better retard
3,0,2,1,1,"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",jfromhuntington savages day like coloreds dat wrap day hoes like mummies
3,1,2,0,1,"@JfromHuntington @thatUPSdude &lt;
I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds",jfromhuntington thatupsdude lt hates interject cans yo digits likes wiggers dat wanna fucked coloreds
3,2,1,0,0,@JimBoberson happy birthday faggot,jimboberson happy birthday faggot
3,1,2,0,1,@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a dumbass?,jimnastikowski 3quarters2day race traitor dumbass
3,0,3,0,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,jimnorton hey jim you'll love http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch
9,1,8,0,1,"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess. 
Some Jeffrey Dommer Type would be all over that sloppy ho.",jimmymciver jerrilyn71 doc_68w like fat chicks need love guess jeffrey dommer type would sloppy ho
3,2,1,0,0,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.",jizzatthescene assume shit hmm cuz u don't know fuck u talking crackers days
3,1,0,2,2,@JjLoveUp tranny,jjloveup tranny
3,0,3,0,1,@Jo_clark6 @breezysofresh24 no homo bro love ya to!! Lets get some 151 an some Malibu rum!! Tech 9 this bitch haha,jo_clark6 breezysofresh24 homo bro love ya lets get 151 malibu rum tech 9 bitch haha
3,0,3,0,1,@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha,jo_clark6 pache16 pcktsizecae don't hoe haha
3,0,3,0,1,"@Joan_Rivers Bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face BYE

http://t.co/LTi96AZjwk",joan_rivers bitch old ass mushroom ass bitch looking like moldy ass toe wobbly raggedy ass vagina face bye http://t.co/lti96azjwk
3,0,3,0,1,@Jobbe03 @PandaEnchilada You're such a bitch Carlton. You're lucky your fathers a judge.,jobbe03 pandaenchilada you're bitch carlton you're lucky fathers judge
3,0,3,0,1,"@Jobbe03 You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists, see a doctor.",jobbe03 need insert chill pill ass twice day bitch assness goes away problem persists see doctor
6,1,4,1,1,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;,joebiden retard 8220;@irritatedwoman biden calls 8216;white boy&#8217 meeting black pastors http://t.co/bqx1iev0wd&#8221
3,2,1,0,0,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,joedouglas1 guess blaspheme allah ok pos muzzie huh jewjitsugrl efilnikcufecin7 darknight420
3,3,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,joedouglas1 sit stfu raghead darknight420 hajihuntingpat
3,0,3,0,1,@JoePrich shut up faggot,joeprich shut faggot
